Common Name,County,City,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Flag,Group Type: UME,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Other Findings upon Level Y/N,Other Findings - Illness,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,SW Other Findings Type,Observation Date,How Observed,Observation Status,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transfer to Rehab,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD,Condition Other,Condition Other Description,Condition Comments,Sex,Age Class,Whole Carcass,Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Other Collection Comments,Necropsied,Necropsy Limited Flag,Date of Necropsy,Additional Remarks
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA SHORES,34.25.04,decimal degrees,actual,119.53.32,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,5/31/08,Beach or Land,Alive,5/31/08,Alive,N,N,N,N,N,N,Y,5/31/08,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,EMACIATED,MALE,PUP/CALF,N,N,38,in,actual,36,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA HARBOR,34 24 16,decimal degrees,actual,119 44 63,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,1/4/09,Beach or Land,Alive,1/4/09,Fresh Dead,N,N,N,N,N,N,N,,,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF,N,N,35,in,actual,20,lb,actual,N,N,Y,N,N,,,N,N,N,N,,NO PARTS COLLECTED,N,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA HARBOR,34 24 45,decimal degrees,actual,119 41 50,decimal degrees,actual,GPS,N,N,N,Y,N,N,Y,Gillnet Fishery,Y,GILLNET FISHERY ENTANGLEMENT/MARINE DEBRIS ENTANGLEMENT,Marine Debris Entanglement,Y,N,N,N,,N,N,N,N,N,,,1/18/09,Beach or Land,Alive,1/18/09,Alive,N,N,N,N,N,N,Y,1/18/09,Santa Barbara Marine Mammal Center,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,OLD ENTANGLEMENT WOUND AROUND NECK,FEMALE,PUP/CALF,N,N,38,in,actual,46,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA HARBOR,34 24 45,decimal degrees,actual,119 41 50,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,1/21/09,Beach or Land,Alive,1/21/09,Fresh Dead,N,N,N,N,N,N,N,,,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,,VERY THIN; WOUND ON BACK,FEMALE,PUP/CALF,N,N,39,in,actual,41,lb,actual,N,N,Y,N,N,,,N,N,N,N,,NO PARTS COLLECTED,N,,,
"Sea lion, California",Santa Barbara,,SANDYLAND,34 24 08,decimal degrees,actual,119 32 51,decimal degrees,actual,GPS,N,N,N,Y,N,Y,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,2/8/09,Beach or Land,Alive,2/8/09,Alive,N,N,N,N,N,N,Y,2/8/09,Santa Barbara Marine Mammal Center,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,SHOTGUN WOUND TO HEAD,MALE,PUP/CALF,N,N,37.5,in,actual,35,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,MORE MESA,34 24 54,decimal degrees,actual,119 45 08,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,3/1/09,Beach or Land,Alive,3/1/09,Alive,N,N,N,N,N,N,Y,3/1/09,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,VERY THIN,FEMALE,PUP/CALF,N,N,36,in,actual,33,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,"UNIVERSITY OF CALIFORNIA, SANTA BARBARA LAGOON",34 25 00,decimal degrees,actual,119 50 51,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,3/20/09,Beach or Land,Alive,3/20/09,Fresh Dead,N,N,N,N,N,N,N,,,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,,VERY THIN,FEMALE,PUP/CALF,N,N,34,in,actual,19,lb,actual,N,N,Y,N,N,,,N,N,N,N,,NO PARTS COLLECTED,N,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA HARBOR,34 24 16,decimal degrees,actual,119 41 55,decimal degrees,actual,GPS,Y,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,3/22/09,Beach or Land,Alive,3/22/09,Alive,N,N,N,N,N,N,Y,3/22/09,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,"RESTRANDING, PREVIOUSLY STRANDED ON 3/1/09 IN SANTA BARBARA, WAS TREATED AT SBMMC AND RELEASED ON 3/16/09 AT SANTA CRUZ ISLAND",MALE,PUP/CALF,N,N,36,in,actual,36,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,,EL CAPITAN STATE BEACH,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,4/13/09,Beach or Land,Alive,4/13/09,Alive,N,N,N,N,N,N,Y,4/13/09,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF,N,N,31,in,actual,39,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,GOLETA,REFUGIO STATE BEACH,,decimal degrees,,,decimal degrees,,,Y,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,HAUL OUT-RELATED,Haulout-Related,4/13/09,Beach or Land,Alive,4/13/09,Alive,N,N,Y,N,N,N,N,,,N,N,Y,TRANSLOCATED TO LAS FLORES CANYON,N,N,N,Y,N,N,N,N,N,Y,HAUL OUT-RELATED,RELOCATED BY LIFEGUARDS TO LAS FLORES CANYON,FEMALE,PUP/CALF,N,N,39,in,actual,35,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,,EL CAPITAN STATE BEACH,34.2757,decimal degrees,actual,-120.0155,decimal degrees,actual,GPS,Y,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,4/14/09,Beach or Land,Alive,4/14/09,Alive,N,N,N,N,N,N,Y,4/14/09,The Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,"VERY THIN; TAG INFECTED, TOO DEEP IN FLIPPER",FEMALE,PUP/CALF,N,N,39,in,actual,35,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,,MIRAMAR,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,4/28/09,Beach or Land,Fresh Dead,4/28/09,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,THIN,MALE,PUP/CALF,N,N,34,in,actual,23,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,,FERNALD POINT,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,10/22/09,Beach or Land,Alive,10/22/09,Alive,N,N,N,N,N,N,Y,10/22/09,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,4 MONTH OLD; PNEUMONIA,FEMALE,PUP/CALF,N,N,31,in,actual,25,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,HOPE RANCH,34.2477,decimal degrees,actual,-119.4655,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,1/6/10,Beach or Land,Alive,1/6/10,Alive,N,N,N,N,N,N,Y,1/6/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,CONGESTED,FEMALE,PUP/CALF,N,N,40,in,actual,41,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,GOLETA,COAL OIL POINT,34.2447,decimal degrees,actual,-119.5261,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,1/15/10,Beach or Land,Alive,1/15/10,Alive,N,N,N,N,N,N,Y,1/15/10,The Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,PARASITES,MALE,PUP/CALF,N,N,39,in,actual,40,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,CARPINTERIA,RINCON BEACH COUNTY PARK,34.225,decimal degrees,actual,-119.2874,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,1/19/10,Beach or Land,Alive,1/19/10,Alive,N,N,N,N,N,N,Y,1/19/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,PARASITES,MALE,PUP/CALF,N,N,41,in,actual,56,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SHORELINE PARK,34.238,decimal degrees,actual,-119.4234,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,BLIND,,1/20/10,Beach or Land,Alive,1/20/10,Alive,N,N,N,N,N,N,Y,1/20/10,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,Y,BLIND IN BOTH EYES,,FEMALE,PUP/CALF,N,N,36,in,actual,24,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,34.2432,decimal degrees,actual,-119.4527,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,1/28/10,Beach or Land,Alive,1/28/10,Alive,N,N,N,N,N,N,Y,1/28/10,The Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,PARASITES,MALE,PUP/CALF,N,N,36,in,actual,37,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA YACHT CLUB,34.2416,decimal degrees,actual,-119.4155,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,2/12/10,Beach or Land,Alive,2/12/10,Alive,N,N,N,N,N,N,Y,2/12/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,VERY SMALL; THIN,FEMALE,PUP/CALF,N,N,33,in,actual,23,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,GOLETA,COAL OIL POINT,34.2447,decimal degrees,actual,-119.5261,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,2/13/10,Beach or Land,Alive,2/13/10,Alive,N,N,N,N,N,N,Y,2/13/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,PARASITES; PUP APPROXIMATELY 8 MONTHS OF AGE,FEMALE,PUP/CALF,N,N,36,in,actual,31,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SUMMERLAND,LOON POINT,34.2489,decimal degrees,actual,-119.3505,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,2/22/10,Beach or Land,Alive,2/22/10,Alive,N,N,N,N,N,N,Y,2/22/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,THIN; PUP APPROXIMATELY 8 MONTHS OF AGE,MALE,PUP/CALF,N,N,39,in,actual,43,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,MONTECITO,CORAL CASINO,34.2497,decimal degrees,actual,-119.3852,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,2/27/10,Beach or Land,Alive,2/27/10,Alive,N,N,N,N,N,N,Y,2/27/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,CONGESTED,FEMALE,PUP/CALF,N,N,36,in,actual,35,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,SANTA BARBARA HARBOR,34.2445,decimal degrees,actual,-119.415,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,2/28/10,Beach or Land,Alive,2/28/10,Alive,N,N,N,N,N,N,Y,2/28/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,PARASITES,FEMALE,PUP/CALF,N,N,40,in,actual,40,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,GOLETA,GOLETA SLOUGH,34.25,decimal degrees,actual,-119.4938,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,3/1/10,Beach or Land,Alive,3/1/10,Alive,N,N,N,N,N,N,Y,3/1/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,WEAK,MALE,PUP/CALF,N,N,39,in,actual,39,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,SANTA BARBARA,Arroyo Beach/Hendrys Beach,34.404167,decimal degrees,actual,-119.774444,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,,4/16/10,Beach or Land,Alive,4/16/10,Alive,N,N,N,N,N,N,Y,4/16/10,Santa Barbara Marine Mammal Center,Y,N,N,,Y,N,N,N,N,N,N,N,N,N,,"THIN; WEAK; died in transport, no necropsy done",FEMALE,PUP/CALF,N,N,34,in,actual,18,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,Santa Barbara,East Beach,34.426667,decimal degrees,actual,-119.670833,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,N,N,N,N,,Y,Y,N,N,N,comatose,,5/24/10,Beach or Land,Alive,5/24/10,Alive,N,N,N,N,N,N,Y,5/24/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF,N,N,37,in,actual,23,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbara,East Beach,34.426667,decimal degrees,actual,-119.670833,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,N,N,N,N,,CBD,N,N,N,N,,,5/24/10,Beach or Land,Alive,5/24/10,Alive,N,N,N,N,N,N,Y,5/24/10,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF,N,N,47,in,actual,189,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbara,SBMMC,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,,,6/9/10,Beach or Land,Alive,6/9/10,Alive,N,N,N,N,N,N,Y,6/9/10,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF,N,N,27,in,actual,9.5,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbara,Santa Barbara sandbar,34.413333,decimal degrees,actual,-119.690556,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,N,N,N,N,,CBD,N,N,N,N,,,6/16/10,Beach or Land,Alive,6/16/10,Alive,N,N,N,N,N,N,Y,6/16/10,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,N,,born to a domoic acid female,MALE,PUP/CALF,N,N,25,in,actual,17,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbara,SBMMC,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,,,6/16/10,Beach or Land,Alive,6/28/10,,N,N,N,N,N,N,Y,6/28/10,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,Y,born at SBMMC,,MALE,PUP/CALF,N,N,26,in,actual,14,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,born at SBMMC 6/28/10 from female adult SBMMC-10-295
"Sea lion, California",Santa Barbara,Santa Barbara,SBMMC,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,N,N,N,N,,Y,N,N,N,Y,born from female on beach,,6/21/10,Beach or Land,Alive,6/21/10,Alive,N,N,N,N,N,N,Y,6/21/10,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,Y,N,N,N,,,FEMALE,PUP/CALF,N,N,24,in,actual,14,lb,actual,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Sea lion, California",Santa Barbara,Santa Barbara,SBMMC,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,,,6/21/10,Beach or Land,Alive,6/21/10,Alive,N,N,N,N,N,N,Y,6/21/10,Santa Barbara Marine Mammal Center,N,N,Y,born at SBMMC,N,N,N,N,Y,N,N,N,N,N,,,FEMALE,PUP/CALF,N,N,24,in,actual,16,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,Born at SBMMC from adult female SBMMC-10-302
"Sea lion, California",Santa Barbara,Goleta,Goleta Beach. Beachside Restaurant.,34.416861,decimal degrees,estimate,-119.829138,decimal degrees,estimate,Internet,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,Y,N,N,swollen hind flippers,,12/14/10,Beach or Land,Alive,12/14/10,Alive,N,N,N,N,N,N,Y,12/14/10,Santa Barbara Marine Mammal Center,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,,swollen hind flippers,MALE,PUP/CALF,N,N,35,in,actual,36,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Carpinteria,Carpinteria State Beach Tarpits,34.23,decimal degrees,actual,-119.31,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,N,Y,N,N,,,1/22/11,Beach or Land,Alive,1/22/11,Alive,N,N,N,N,N,N,Y,1/22/11,Santa Barbara Marine Mammal Center,N,N,N,,N,Y,N,N,N,N,N,N,N,Y,,,MALE,PUP/CALF,N,N,36.5,in,actual,32,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Guadalupe,Guadalupe Dunes,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,N,,Domoic Acid Toxicity,4/15/11,Beach or Land,Alive,4/15/11,,N,N,N,N,N,N,Y,4/15/11,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF,N,N,39,in,actual,36,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbara,"Santa Barbara Harbor, sandbar",34.413333,decimal degrees,actual,-119.690556,decimal degrees,actual,GPS,N,N,N,Y,N,N,Y,Gillnet Fishery,N,,,Y,N,N,N,,Y,N,N,N,Y,10 month old,,4/18/11,Beach or Land,Alive,4/18/11,Alive,N,N,N,N,N,N,Y,4/18/11,Santa Barbara Marine Mammal Center,N,N,N,,N,Y,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF,N,N,34,in,actual,27,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,Santa Barbra,Bonnymeade,34.42611,decimal degrees,actual,-119.6411,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,thin,,5/28/11,,Alive,5/28/11,Alive,N,N,N,N,N,N,Y,5/28/11,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF,N,N,37,in,actual,34,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,CARPINTERIA,RINCON PT.,34.2201,DECIMAL DEGREES,actual,-119.2908,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,Y,7 MONS. THIN,,1/5/12,Beach or Land,Alive,1/5/12,Alive,N,N,N,N,N,N,Y,1/5/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,"7 MONS, THIN",,FEMALE,PUP/CALF,N,N,36,in,actual,30,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,CARPINTERIA,RINCON,34.225,DECIMAL DEGREES,actual,-119.284,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,CBD,Y,N,N,Y,BLOODY DIARH. COMATOSE,,1/7/12,Beach or Land,Alive,1/7/12,Alive,N,N,N,N,N,N,Y,1/7/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,"BLOODY DIAH, COMATOSE",,MALE,PUP/CALF,N,N,38,in,actual,36,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,SB,THOUSAND STEPS,34.238,DECIMAL DEGREES,actual,-119.4234,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,Y,N,Y,"INFECTED TAG, IMPROPER TAG SITE IN MUSCLE",,1/16/12,Beach or Land,Alive,1/16/12,Alive,N,N,N,N,N,N,Y,1/16/12,Santa Barbara Marine Mammal Center,N,N,N,,N,Y,N,N,N,N,N,N,N,Y,"INFECTED TAG, IMPROPER TAG SITE IN MUSCLE",,MALE,PUP/CALF,N,N,35,in,actual,32,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,"Tag #23051 was improperly applied to the wrong flipper, the site became infected and had to be removed, a tag from SBMMC was applied (#17886)"
"Sea lion, California",Santa Barbara,SB,SB HARBOR,34.2457,DECIMAL DEGREES,actual,-119.4139,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,Y,VERY THIN,,1/17/12,Beach or Land,Alive,1/17/12,Alive,N,N,N,N,N,N,Y,1/17/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,VERY THIN,,MALE,PUP/CALF,N,N,38,in,actual,34,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,CARPINTERIA,CARP. ESTUARY,34.2389,DECIMAL DEGREES,actual,-119.3284,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,Y,VERY THIN,,2/20/12,Beach or Land,Alive,2/20/12,Alive,N,N,N,N,N,N,N,,,Y,N,N,,Y,N,N,N,N,N,N,N,N,Y,VERY THIN,,MALE,PUP/CALF,N,N,40,in,actual,32,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,SB,LEADBETTER PT.,34.2416,DECIMAL DEGREES,actual,-119.4155,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,Y,THIN 9 M OLD,,3/17/12,Beach or Land,Alive,3/17/12,Alive,N,N,N,N,N,N,Y,3/17/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,THIN 9 M OLD,,FEMALE,PUP/CALF,N,N,37,in,actual,34,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,SB,SB CEMETARY,34.2503,DECIMAL DEGREES,actual,-119.3947,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,THIN 9 MONTH OLD,,4/13/12,Beach or Land,Alive,4/13/12,Alive,N,N,N,N,N,N,Y,4/13/12,Santa Barbara Marine Mammal Center,N,N,N,,N,N,N,N,N,N,N,N,N,Y,,THIN 9 M OLD,FEMALE,PUP/CALF,N,N,37,in,actual,36,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,GOLETA,REFUGIO STATE BEACH PARK,34.2779,DECIMAL DEGREES,actual,-120.0412,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,Y,N,N,Y,"THIN, 9 MON. OLD MULTIPLE ABSCESSES",,4/22/12,Beach or Land,Alive,4/22/12,Alive,N,N,N,N,N,N,Y,4/22/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,,THIN 9 MONTH OLD MULTIPLE ABSCESSES,MALE,PUP/CALF,N,N,38,in,actual,39,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Sea lion, California",Santa Barbara,SB,SB CEMETARY,34.2503,DECIMAL DEGREES,actual,-119.3947,DECIMAL DEGREES,actual,GPS,N,N,,N,N,N,N,,N,,,Y,N,N,N,,Y,N,N,N,Y,"9 MONTHS OLD, THIN",,4/22/12,Beach or Land,Alive,4/22/12,Alive,N,N,N,N,N,N,Y,4/22/12,Santa Barbara Marine Mammal Center,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,,"THIN 9 MONTH OLD, TAG PLACED TOO LOW, INFECTED RIGHT FRONT FLIPPER",FEMALE,PUP/CALF,N,N,,in,actual,,lb,actual,N,N,N,N,N,,,N,N,N,N,,,N,,,tag (23053) placed too low and infection has occurred
