Common Name,Date of Occurance,Date of Examination,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks
LEATHERBACK SEA TURTLE,8/13/90,8/14/90,SANTA BARBARA,,2 MILES EAST OF GOVERNMENT POINT,34,120,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,ADULT,132,CM,,,CARCASS VERY DECOMPOSED; BODY CAVITTY OPEN BETWEEN BASE OF NECK & PLASTRON,NO PARTS COLLECTED,
UNIDENTIFIED COMMON DOLPHIN,9/4/90,9/4/90,SANTA BARBARA,,1/3 MILE WEST OF HOPE RANCH BEACH,34,119,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,220,CM,,,,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,10/5/90,10/5/90,SANTA BARBARA,GOLETA,"MARINE SCIENCE INSTITUTE, UC SANTA BARBARA",,,GILLNET-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,42,IN,38,LB,ANIMAL WITH GILLNET FRAGMENTS AROUND NECK,NA,SANTA BARBARA MARINE MAMMAL CENTER
OLIVE RIDLEY SEA TURTLE,10/15/90,10/15/90,SANTA BARBARA,,"VANDENBERG AIR FORCE BASE, MOUTH OF SHUMAN CREEK",3440,12037,UNKNOWN,ALIVE,LEFT AT SITE,U,SUBADULT,22.5,IN,,,ANIMAL STRANDED ALIVE ON 10/15/90; ANIMAL RETURNED TO WATER UNDER ITS OWN POWER & SWAM OUT TO SEA BY 0900 ON 10/16/90,NO PARTS COLLECTED,
HARBOR SEAL,10/15/90,10/15/90,SANTA BARBARA,CARPENTERIA,CHEVRON PIER,,,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,,,,,,NO PARTS COLLECTED,
NORTHERN FUR SEAL,10/23/90,10/23/90,SANTA BARBARA,GOLETA,EL CAPITAN STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,25,IN,11,LB,ILLNESS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,10/24/90,10/24/90,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,39,IN,33,LB,BLIND IN RIGHT EYE,NA,SANTA BARBARA MARINE MAMMAL CENTER
GRAY WHALE,11/16/90,11/17/90,SANTA BARBARA,CARPINTERIA,"CARPINTERIA STATE BEACH, SAN MIGUEL CAMPGROUND",3423,11931,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,F,SUBADULT,903,CM,,,,"BALEEN SPECIMENS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY & CARPINTERIA STATE BEACH VISITOR CENTER 
(DOC-4269 A,B-F/SWR)",SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,11/17/90,11/17/90,SANTA BARBARA,SAN GREGORIO,EL CAPITAN STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,41,IN,36,LB,PNEUMONIA; CORNEAL INFECTIONS BOTH EYES,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,12/1/90,12/1/90,SANTA BARBARA,GOLETA,ELLWOOD,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,45.5,IN,50,LB,EMACIATED; LETHARGIC,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN FUR SEAL,12/14/90,12/14/90,SANTA BARBARA,,POINT SAL,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,23,IN,9,LB,SEVERE EMACIATION; SEE SID 9103124,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,12/17/90,12/17/90,SANTA BARBARA,REFUGIO,"EXXON SANTA YNEZ, 4 MILES OFFSHORE",,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,42,IN,28,LB,ANIMAL SUFFERING FROM PNEUMONIA; MALNUTRITION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,12/22/90,12/22/90,SANTA BARBARA,CARPINTERIA,SANDYLAND BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,43,IN,29,LB,ANIMAL DEHYDRATED; EMACIATED,NA,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,12/26/90,12/27/90,SANTA BARBARA,CARPINTERIA,JUST EAST OF OIL PIER,,,UNKNOWN,FRESH DEAD,BURIED,F,PUP/CALF,22.5,IN,,,HIDE STARTING TO SLIP,NO PARTS COLLECTED,
NORTHERN FUR SEAL,1/6/91,1/6/91,SANTA BARBARA,,1 MILE OFFSHORE SANTA BARBARA POINT,,,INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,28,IN,14,LB,COMPOUND FRACTURE OF RIGHT FOREFLIPPER; BONE EXPOSED; OPEN WOUND; ORIGIN OF INJURY UNKNOWN; SEE SID 9103105,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,1/10/91,1/10/91,SANTA BARBARA,GOLETA,GOVERNMENT POINT,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,36,IN,34,LB,PNEUMONIA; SWOLLEN NECK,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN FUR SEAL,1/12/91,1/12/91,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,27,IN,13,LB,ANIMAL SEVERELY EMACIATED,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,2/10/91,2/10/91,SANTA BARBARA,SUMMERLAND,SUMMERLAND BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,37,IN,34,LB,PNEUMONIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR SEAL,2/13/91,2/13/91,SANTA BARBARA,CARPINTERIA,RINCON BEACH COUNTY PARK,,,ABANDONMENT,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,26,IN,11,LB,HUMAN-INDUCED ABANDONMENT; ANIMAL TAKEN OFF BEACH BY PRIVATE CITIZEN; PREMATURE PUP; UMBILICAL CORD STILL ATTACHED; SEVERE MALNUTRITION & DEHYDRATION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,2/19/91,2/19/91,SANTA BARBARA,,,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,59,IN,175,LB,CONVULSING; SEVERE CONGESTION,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,3/6/91,3/6/91,SANTA BARBARA,GOLETA,GOLETA BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,47.5,IN,63,LB,MOLTING,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,3/9/91,3/9/91,SANTA BARBARA,GOLETA,EL CAPITAN STATE BEACH,,,GILLNET-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,46,IN,76,LB,ANIMAL WITH GILLNET FRAGMENTS AROUND NECK; SEVERE WOUND,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN FUR SEAL,3/20/91,3/20/91,SANTA BARBARA,ISLA VISTA,ISLA VISTA BEACH,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,29,IN,22,LB,RESTRANDING; SEE SID 9101070;  ANIMAL ORIGINALLY STRANDED ON 1/6/91 AT 1 MILE OFFSHORE OF SANTA BARBARA POINT; ANIMAL TREATED AT SANTA BARBARA MARINE MAMMAL CENTER & RELEASED ON 03/17/91 AT CASTLE ROCK; SAN MIGUEL ISLAND; EMACIATED BUT IN GOOD HEALTH ON ARRIVAL; SEVERE STORMS DURING INTERVAL.,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,3/24/91,3/24/91,SANTA BARBARA,SANTA BARBARA,LEADBETTER BEACH,,,SHOOTING-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,59,IN,275,LB,SHOT ON LEFT SIDE OF FACE WITH .22 ROUND; PERMANENTLY BLIND,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,3/30/91,3/30/91,SANTA BARBARA,CARPINTERIA,"RINCON BEACH COUNTY PARK, SPACE 61",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,3/31/91,3/31/91,SANTA BARBARA,CARPENTERIA,CARPENTERIA BEACH STATE PARK,,,GILLNET-RELATED,FRESH DEAD,BURIED,U,UNKNOWN,,,,,ANIMAL WRAPPED IN MONOFILAMENT GILLNET,NO PARTS COLLECTED,
HARBOR SEAL,4/4/91,4/4/91,SANTA BARBARA,CARPINTERIA,CHEVRON PIER,,,ABANDONMENT,ALIVE,TAKEN TO REHAB CENTER,F,PUP/CALF,25,IN,9,LB,NATURAL ABANDONMENT; DEHYDRATED,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,4/7/91,4/7/91,SANTA BARBARA,CARPENTERIA,CARPENTERIA,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,F,SUBADULT,58,IN,83,LB,MOULTING; ANIMAL RELOCATED TO GAVIOTA STATE BEACH,NA,TRANSLOCATION
NORTHERN ELEPHANT SEAL,4/7/91,4/7/91,SANTA BARBARA,CARPENTERIA,CARPENTERIA,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,M,SUBADULT,60,IN,87,LB,MOULTING; ANIMAL RELOCATED TO GAVIOTA STATE BEACH,NA,TRANSLOCATION
CALIFORNIA SEA LION,4/13/91,4/13/91,SANTA BARBARA,SANTA BARBARA,SEA LANDING IN SANTA BARBARA HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,36,IN,36,LB,PNEUMONIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,4/14/91,4/14/91,SANTA BARBARA,GOLETA,EL CAPITAN BEACH,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,M,SUBADULT,51,IN,74,LB,MOULTING; TRANSPORTED & RELEASED AT GAVIOTA STATE BEACH,NA,TRANSLOCATION
CALIFORNIA SEA LION,4/20/91,4/20/91,SANTA BARBARA,CARPENTERIA,CARPENTERIA STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,YEARLING,46,IN,65,LB,"ABCESSED FLIPPER,THROAT& JAW; PUNCTURE WOUNDS IN FLIPPER & THROAT",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/22/91,4/22/91,SANTA BARBARA,SANTA BARBARA,STERNS WHARF,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,35,IN,27,LB,MODERATE CONGESTION,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,4/25/91,4/25/91,SANTA BARBARA,SANTA BARBARA,HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,41.5,IN,38,LB,"SLIGHTLY EMACIATED; SEE SIDS 9105092, 9105147",NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,5/2/91,5/2/91,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,HAULOUT-RELATED,ALIVE,TRANSLOCATION,M,SUBADULT,59,IN,98,LB,RELOCATED AT GAVIOTA,NA,TRANSLOCATION
CALIFORNIA SEA LION,5/4/91,5/4/91,SANTA BARBARA,SANTA BARBARA,HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,37.5,IN,35,LB,MODERATE CONGESTION; SLIGHTLY UNDERWEIGHT,NA,SANTA BARBARA MARINE MAMMAL CENTER
NORTHERN ELEPHANT SEAL,5/5/91,5/5/91,SANTA BARBARA,GOLETA,EL CAPITAN BEACH,3428,12001,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,PUP/CALF,,,,,"REPORTED TO SANTA BARBARA MARINE MAMMAL CENTER BY GREG WHITE, LIFEGUARD AT EL CAPITAN BEACH; ANIMAL TAGGED AS A WEANER ON 02/25/91 AT S.E. FARALLON ISLAND; TAG MARKED PRBO STINSON BEACH, CA 94970 (POINT REYES BIRD OBSERVATORY?)",NO PARTS COLLECTED,
CALIFORNIA SEA LION,5/10/91,5/10/91,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,37,IN,35,LB,ANIMAL HAULED OUT IN HARBOR; ANIMAL IN APPARENT GOOD HEALTH; SEE SID 9105185,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/11/91,5/11/91,SANTA BARBARA,SANTA BARBARA,HARBOR,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,40,IN,38,LB,MILD RESPIRATORY PROBLEMS,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/12/91,5/12/91,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,41.5,IN,45,LB,"RESTRANDING #1; SEE SIDS 9104239, 9105147; ANIMAL ORIGINALLY STRANDED ON 04/25/91 AT SANTA BARBARA HARBOR; ANIMAL TREATED & RELEASED AT SANTA CRUZ ISLAND ON 5/11/91; ANIMAL APPEARS TO BE IN GOOD HEALTH",NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/17/91,5/17/91,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,HAULOUT-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP/CALF,41.5,IN,95,LB,RESTRANDING #2; SEE SIDS 9104239; 9105092; ANIMAL ORIGINALLY STRANDED ON 4/25/91 AT SANTA BARBARA HARBOR & RELEASED AT SANTA CRUZ ISLAND ON 5/11/91; RESTRAND #1 OCCURRED ON 05/12/91 AT SANTA BARBARA HARBOR; ANIMAL TREATED & RELEASED 0N 05/14/91 AT SAN NICOLAS ISLAND; ANIMAL APPEARS TO BE IN GOOD HEALTH; FINAL OUTCOME OF THIS ANIMAL IS UNKNOWN,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,5/29/91,5/29/91,SANTA BARBARA,GAVIOTA,GAVIOTA,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,PUP/CALF,30,IN,30,LB,RESTRANDING; SEE SID 9103068; ANIMAL ORIGINALLY STRANDED ON 03/15/91 AT SAN NICOLAS ISLAND; ANIMAL TREATED & RELEASED ON 04/14/91 AT GAVIOTA; LENGTH & WEIGHT MEASUREMENTS RECORDED WHEN ANIMAL RELEASED IN APRIL,NO PARTS COLLECTED,
CALIFORNIA SEA LION,6/20/91,6/20/91,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,SUBADULT,40,IN,28,LB,BAD EYE; EMACIATED,NA,SANTA BARBARA MARINE MAMMAL CENTER
LEATHERBACK SEA TURTLE,7/2/91,7/2/91,SANTA BARBARA,GAVIOTA,GAVIOTA STATE BEACH,3428,12012,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,ADULT,,,,,,NO PARTS COLLECTED,
UNIDENTIFIED PINNIPED,7/5/91,7/5/91,SANTA BARBARA,MONTECITO,BUTTERFLY BEACH,,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/25/91,7/25/91,SANTA BARBARA,,JALAMA BEACH COUNTY PARK,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,42,IN,33,LB,MILD PNEUMONIA,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/25/91,7/25/91,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,PREDATION-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,ADULT,60,IN,178,LB,NATURAL PREDATION; POSSIBLE SHARK BITES,NA,SANTA BARBARA MARINE MAMMAL CENTER
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",3440,12037,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,"ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE; TAG COLOR, TYPE & PLACEMENT UNKNOWN; NOT A REHAB TAG",NO PARTS COLLECTED,
NORTHERN ELEPHANT SEAL,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",,,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,96,IN,,,ONE OF ELEVEN DEAD PINNIPEDS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
UNIDENTIFIED DOLPHIN,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",3440,12037,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF TWO DEAD DOLPHINS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
UNIDENTIFIED DOLPHIN,7/29/91,7/29/91,SANTA BARBARA,,"BETWEEN 1/2 MILES NORTH & 2 MILES SOUTH OF SHUMAN CREEK OUTLET, VANDENBERG AIR FORCE BASE",3440,12037,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF TWO DEAD DOLPHINS FOUND ALONG THIS STRETCH OF BEACH ON THIS DATE,NO PARTS COLLECTED,
LEATHERBACK SEA TURTLE,7/31/91,7/31/91,SANTA BARBARA,,"JUST SOUTH OF SAN ANTONIO CREEK, VAFB",3440,12037,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,ADULT,67,IN,,,,NO PARTS COLLECTED,
HARBOR SEAL,8/5/91,8/5/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO CREEK & MINUTEMAN BEACH, VAFB",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,M,UNKNOWN,60,IN,200,LB,ONE OF TWO CARCASSES FOUND AT THIS LOCATION ON THIS DATE,NO PARTS COLLECTED,
HARBOR SEAL,8/5/91,8/5/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO CREEK & MINUTEMAN BEACH, VAFB",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,UNKNOWN,48,IN,125,LB,ONE OF TWO CARCASSES FOUND AT THIS LOCATION ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,8/27/91,8/27/91,SANTA BARBARA,SANTA BARBARA,"UC SANTA BARBARA, CAMPUS BEACH",,,GILLNET-RELATED,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,CARCASS WITH GILLNET FRAGMENTS AROUND NECK,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"MINUTE MAN BEACH, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,48,IN,150,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"NEAR SHUMAN CREEK RIVER, VANDENDBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,UNKNOWN,54,IN,150,LB,ONE OF 2  ZALOPHUS CARCASSES FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"NEAR SHUMAN CREEK RIVER MOUTH, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,66,IN,250,LB,ONE OF 2  ZALOPHUS CARCASSES FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,60,IN,200,LB,ONE OF 3 PINNIPED CARCASSES FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
HARBOR SEAL,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,,,,,ONE OF 3 PINNIPED CARCASSES FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,48,IN,150,LB,ONE OF 3 PINNIPED CARCASSES FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,60,IN,200,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,M,ADULT,72,IN,300,LB,,NO PARTS COLLECTED,
UNIDENTIFIED DOLPHIN,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",34,120,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,36,IN,150,LB,,NO PARTS COLLECTED,
CALIFORNIA SEA LION,9/10/91,9/10/91,SANTA BARBARA,,"BETWEEN SAN ANTONIO & SHUMAN CREEKS, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,60,IN,175,LB,,NO PARTS COLLECTED,
HARBOR SEAL,9/10/91,9/10/91,SANTA BARBARA,,"1/2 MILE NORTH OF SAN ANTONIO CREEK, VANDENBERG AIR FORCE BASE",,,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,SUBADULT,48,IN,125,LB,ONE OF 3  PHOCA CARCASSES FOUND AT THIS SITE ON THIS DATE,NO PARTS COLLECTED,
